Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_20,MA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Price_Range,Price_Change,Volume_MA_5,Volume_Ratio,Volatility,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_7,Volume_Lag_7,Target
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,67.22760009765625,67.69921444547847,61.17646208174082,64.06417921518192,370732000,65.45192260742188,68.3464126586914,70.7739990234375,73.87037933349609,68.07378064026324,70.7213626203403,-2.6475819800770637,-2.026432411224233,45.06858880983104,70.7739990234375,80.74320253687019,60.80479551000481,0.11980813577708083,6.522752363737652,3.163420882474327,323367920.0,1.1464711774748713,0.05529867833274113,60.03492736816406,418474000.0,66.61329650878906,255598800.0,69.01004791259766,285290000.0,69.90249633789062,226176800.0,73.21829223632812,219178400.0,58.578975677490234
2020-03-16,58.578975677490234,62.65901412516802,58.044481123383505,58.51609179443726,322423600,64.29296951293945,66.97752952575684,69.77345714569091,73.59259376525878,66.61304141522123,69.82192655049955,-3.2088851352783223,-2.2629229560350512,40.052942306007104,69.77345714569091,80.43266419099342,59.1142501003884,-0.12864693083797185,4.614533001784515,0.06288388305297588,330503680.0,0.9755522238057984,0.06163878789388984,67.22760009765625,370732000.0,60.03492736816406,418474000.0,66.61329650878906,255598800.0,64.37374114990234,286744800.0,70.84329223632812,187572800.0,61.154693603515625
2020-03-17,61.154693603515625,62.30348685183075,57.6575122464136,59.860783996429895,324056000,62.72189865112305,66.09573631286621,68.97365283966064,73.38041313171387,65.77329559803576,69.1799092951674,-3.4066136971316467,-2.4916611042543706,41.59306786978789,68.97365283966064,79.70239690188407,58.24490877743722,0.04397000623920344,4.645974605417145,1.2939096070857303,338256880.0,0.9580174688538486,0.06290481640805975,58.578975677490234,322423600.0,67.22760009765625,370732000.0,60.03492736816406,418474000.0,69.01004791259766,285290000.0,69.90249633789062,226176800.0,59.65763473510742
2020-03-18,59.65763473510742,60.4630023695136,57.34794730651824,57.98885734585637,300233600,61.33076629638672,64.73967056274414,68.04312744140626,73.12685440063477,64.83242469604679,68.47455562405185,-3.6421309280050593,-2.7217550690045087,43.99892887684431,68.04312744140626,78.60459025572023,57.481664627092286,-0.02447986867719576,3.11505506299536,1.668777389251055,347183840.0,0.8647683601863497,0.0627206857935883,61.154693603515625,324056000.0,58.578975677490234,322423600.0,67.22760009765625,370732000.0,66.61329650878906,255598800.0,64.37374114990234,286744800.0,59.200531005859375
2020-03-19,59.200531005859375,61.14985749394757,58.67571261986398,59.831764860050804,271857200,61.16388702392578,63.57539443969726,67.12989387512206,72.87095809936524,63.96597951294103,67.78759083751906,-3.821611324578029,-2.941726320119213,43.66130223915057,67.12989387512206,77.41603647215638,56.84375127808776,-0.007662116194812052,2.474144874083592,-0.6312338541914286,317860480.0,0.8552720992556231,0.06272632303856349,59.65763473510742,300233600.0,61.154693603515625,324056000.0,58.578975677490234,322423600.0,60.03492736816406,418474000.0,69.01004791259766,285290000.0,55.44215774536133
2020-03-20,55.44215774536133,60.905593927619734,55.142259915533515,59.780979833542105,401693200,58.8067985534668,62.129360580444335,66.11641330718994,72.51673133850097,62.65462231792877,66.87311431217405,-4.218491994245284,-3.197079454944427,33.86071486672476,66.11641330718994,76.82778651921173,55.40504009516816,-0.06348546536053978,5.763334012086219,-4.338822088180777,324052720.0,1.239592125626966,0.06376507531186684,59.200531005859375,271857200.0,59.65763473510742,300233600.0,61.154693603515625,324056000.0,67.22760009765625,370732000.0,66.61329650878906,255598800.0,54.26433563232422
2020-03-23,54.26433563232422,55.263185639015276,51.420157253571155,55.16160823517076,336752800,57.943870544433594,61.11842002868652,65.22385921478272,72.10787117004395,61.36380898168191,65.93913070625925,-4.575321724577336,-3.4727279088710086,34.60243822255168,65.22385921478272,76.77270139322195,53.67501703634349,-0.021244160778278065,3.8430283854441214,-0.8972726028465416,326918560.0,1.0300816203277048,0.06329733571499092,55.44215774536133,401693200.0,59.200531005859375,271857200.0,59.65763473510742,300233600.0,58.578975677490234,322423600.0,60.03492736816406,418474000.0,59.70842361450195
2020-03-24,59.70842361450195,59.904323146252956,56.66592497733461,57.16413951249609,287531200,57.65461654663086,60.18825759887695,64.72564468383788,71.80451538085937,61.10913430980807,65.47759684761056,-4.368462537802486,-3.6518748346573044,37.30453037354216,64.72564468383788,76.32599135655374,53.12529801112203,0.10032534110552715,3.2383981689183443,2.544284102005861,319613600.0,0.8996212927109485,0.06783092754464509,54.26433563232422,336752800.0,55.44215774536133,401693200.0,59.200531005859375,271857200.0,61.154693603515625,324056000.0,67.22760009765625,370732000.0,59.379512786865234
2020-03-25,59.379512786865234,62.45828816535252,59.08445300833761,60.64439789917577,303602000,57.59899215698242,59.46487922668457,64.15572032928466,71.46258735656738,60.84303869089379,65.02588691718498,-4.182848226291185,-3.758069512984081,38.79644556546063,64.15572032928466,75.62331358268008,52.688127075889234,-0.005508616837052616,3.373835157014909,-1.2648851123105374,320287280.0,0.947905268045612,0.06764469572310121,59.70842361450195,287531200.0,54.26433563232422,336752800.0,55.44215774536133,401693200.0,59.65763473510742,300233600.0,58.578975677490234,322423600.0,62.504249572753906
2020-03-26,62.504249572753906,62.56229170772796,59.58267612377225,59.6213733406681,252087200,58.259735870361325,59.71181144714355,63.973364448547365,71.20380790710449,61.09860959579535,64.83909896574563,-3.740489369950282,-3.7545534843773214,43.065698389347716,63.973364448547365,75.42331712417885,52.52341177291588,0.05262314625423903,2.979615583955706,2.882876232085806,316333280.0,0.7969038224495381,0.06739165569668609,59.379512786865234,303602000.0,59.70842361450195,287531200.0,54.26433563232422,336752800.0,59.200531005859375,271857200.0,61.154693603515625,324056000.0,59.91640853881836
2020-03-27,59.91640853881836,61.88266255080022,59.749530088606896,61.12808558327173,204216800,59.15458602905274,58.980692291259764,63.66355247497559,70.89973770141602,60.916732510106584,64.47445523041769,-3.557722720311105,-3.715187331564078,45.57842703568135,63.66355247497559,75.20473197521169,52.12237297473949,-0.04140264144637629,2.1331324621933234,-1.211677044453367,276838000.0,0.7376761860727212,0.06800417025362311,62.504249572753906,252087200.0,59.379512786865234,303602000.0,59.70842361450195,287531200.0,55.44215774536133,401693200.0,59.65763473510742,300233600.0,61.626304626464844
2020-03-30,61.626304626464844,61.79802116213787,60.317884482413085,60.64196895182637,167976400,60.62697982788086,59.28542518615723,63.13147735595703,70.61104537963867,61.025897451084774,64.26348111160637,-3.2375836605215937,-3.6196665973555815,42.22403162959792,63.13147735595703,73.96174215634353,52.30121255557053,0.028538027050447834,1.4801366797247866,0.9843356746384728,243082720.0,0.6910256722485251,0.0646670470218376,59.91640853881836,204216800.0,62.504249572753906,252087200.0,59.379512786865234,303602000.0,54.26433563232422,336752800.0,59.200531005859375,271857200.0,61.50053787231445
2020-03-31,61.50053787231445,63.48372335417798,60.94669846636235,61.81736706345771,197002000,60.98540267944336,59.32000961303711,62.70787296295166,70.30299674987793,61.09891905435087,64.0588186494366,-2.95989959508573,-3.4877131969016117,44.34516699760243,62.70787296295166,73.0638461508564,52.35189977504692,-0.002040796619442009,2.537024887815633,-0.31682919114325614,224976880.0,0.875654422801134,0.06438337208038791,61.626304626464844,167976400.0,59.91640853881836,204216800.0,62.504249572753906,252087200.0,59.70842361450195,287531200.0,55.44215774536133,401693200.0,58.26457595825195
2020-04-01,58.26457595825195,60.15343980395874,57.83407962142321,59.61652797885875,176218400,60.7624153137207,59.180703735351564,61.960187149047854,69.94065185546874,60.662866270335655,63.62961548712663,-2.966749216790973,-3.383520400879484,47.88562115593473,61.960187149047854,71.22259165236304,52.697782645732666,-0.05261680671445357,2.319360182535533,-1.3519520206067952,199500160.0,0.883299542215906,0.0640739786258756,61.50053787231445,197002000.0,61.626304626464844,167976400.0,59.91640853881836,204216800.0,59.379512786865234,303602000.0,54.26433563232422,336752800.0,59.236812591552734
2020-04-02,59.236812591552734,59.29002033037774,57.294741195546685,58.12671272222617,165934000,60.10892791748047,59.1843318939209,61.37986316680908,69.59229866027832,60.443473396676744,63.30422268004708,-2.860749283370339,-3.2789661773776553,38.79088136352531,61.37986316680908,69.70590786017847,53.05381847343969,0.01668658215237695,1.9952791348310583,1.110099869326561,182269520.0,0.9103771162616766,0.06408613754103074,58.26457595825195,176218400.0,61.50053787231445,197002000.0,61.626304626464844,167976400.0,62.504249572753906,252087200.0,59.70842361450195,287531200.0,58.385494232177734
2020-04-03,58.385494232177734,59.423037724427395,57.79537474123642,58.721668376231186,129880000,59.80274505615235,59.47866554260254,60.804013061523435,69.2195361328125,60.12686121752305,62.93987242464935,-2.8130112071263014,-3.185775183327385,49.652597028992254,60.804013061523435,68.18796790533875,53.42005821770812,-0.014371441036927113,1.627662983190973,-0.3361741440534516,167402160.0,0.7758561777219601,0.06409227739210255,59.236812591552734,165934000.0,58.26457595825195,176218400.0,61.50053787231445,197002000.0,59.91640853881836,204216800.0,59.379512786865234,303602000.0,63.47888946533203
